,Ticker,Company,Market Cap,Sector,Industry,Country,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Scale (billion $),Labor Cost (billion $),Operating Leverage (DOL),C-Suite Diversity,Technological Enabler,ESG Score,Earnings,Price,Target Price
6857,SNDR,"Schneider National, Inc.",4.42B,Industrials,Trucking,USA,9.66,0.51,0.79,1.67,15.04,9.47,1.41%,12.30%,91.00%,-6.44%,20.30%,19.50%,6.80%,73.30%,24.50%,5.60%,-1.45%,52.90%,2.68%,3.97,10.70%,18.00%,14.70%,1.8,1.8,0.09,0.11,52.60%,9.50%,7.20%,-15.68%,-14.25%,-0.22%,-9.90%,-15.46%,3.01%,-13.54%,-13.89%,-8.50%,-19.24%,8.45%,23.68,4.42,1.22,3.8,21,Industry 4.0,60.38,Apr 28/b,22.21,31
6877,SNT,Senstar Technologies Ltd.,61.61M,Industrials,Security & Protection Services,Israel,-,-,1.11,1.53,-,-,41.91%,285.70%,-84.30%,-,-39.50%,-,5.00%,-92.90%,-49.20%,47.90%,0.00%,53.30%,5.05%,0,9.50%,14.00%,3.30%,3.2,2.8,0,0,51.20%,10.20%,15.80%,0.26%,-10.12%,-30.92%,-16.29%,-13.53%,5.21%,-1.41%,0.92%,-20.10%,-40.10%,9.82%,48.34,0.06,0.02,1.0,24,Industry 3.0,57.43,Apr 27/b,2.57,-
6911,SP,SP Plus Corporation,727.07M,Industrials,Specialty Business Services,USA,10.84,2.14,0.62,3.02,46.31,16.6,-,0.00%,118.10%,10.78%,7.70%,10.00%,-6.10%,-,40.30%,1.50%,0.00%,94.70%,-0.74%,4.75,2.90%,15.50%,10.20%,0.6,0.6,1.34,1.46,15.70%,5.60%,2.70%,4.13%,9.14%,1.11%,-5.76%,12.51%,3.05%,2.78%,8.84%,5.62%,-12.56%,25.50%,61.25,0.73,0.18,2.0,20,Industry 3.0,54.6,Feb 23/a,31.74,49
6917,SPCB,SuperCom Ltd.,20.78M,Industrials,Security & Protection Services,Israel,-,-,1.77,1.39,2.21,-,-,-,36.50%,57.70%,-54.30%,-,-16.10%,94.70%,-39.20%,16.80%,0.00%,10.00%,40.95%,0.21,-,-,-13.90%,3.5,3.2,2.74,2.92,-,-,-,2.70%,-0.39%,-42.21%,-63.97%,-0.04%,14.64%,-6.50%,-4.95%,-36.89%,-67.92%,34.62%,44.8,0.02,0.0,0.9,17,Industry 3.0,51.97,Mar 31/a,0.54,2
6918,SPCE,"Virgin Galactic Holdings, Inc.",2.69B,Industrials,Aerospace & Defense,USA,-,-,815.89,3.04,4.46,-,-,-,51.60%,17.30%,-,3.60%,-,21.70%,-,0.60%,-91.05%,34.40%,18.05%,2.43,-39.00%,-51.70%,-35.70%,5.2,4.9,0,0,91.70%,-,-,34.44%,-22.16%,-53.63%,-65.68%,-21.23%,7.79%,8.74%,10.44%,-51.19%,-82.96%,46.27%,53.08,2.69,0.57,1.4,25,Industry 3.0,46.65,Feb 22/a,9.8,15.58
6942,SPIR,"Spire Global, Inc.",318.20M,Industrials,Specialty Business Services,USA,-,-,7.33,1.33,1.29,-,-,-,-,50.00%,-,-,-,-,33.10%,11.50%,0.00%,30.60%,3.00%,0.83,-24.70%,-36.00%,-,6.1,6.1,0.44,0,73.10%,-,-,1.49%,-41.55%,-70.73%,-79.56%,-39.64%,8.54%,4.15%,-8.87%,-65.67%,-89.15%,30.61%,48.8,0.32,0.08,2.4,23,Industry 4.0,53.25,Mar 09/a,2.12,5.8
6947,SPLP,Steel Partners Holdings L.P.,872.06M,Industrials,Conglomerates,USA,-,-,0.57,1.26,2.68,34.2,-,0.00%,181.50%,-,78.50%,-,5.60%,94.10%,28.00%,13.90%,0.69%,36.40%,2.40%,0.65,3.90%,21.60%,12.00%,1.8,1.5,1.14,1.14,34.20%,16.70%,8.60%,-3.31%,-1.92%,41.83%,188.33%,-4.10%,4.08%,-4.48%,2.15%,17.37%,-9.68%,191.63%,43.08,0.87,0.25,3.0,25,Industry 4.0,61.67,-,40.24,-
6959,SPR,"Spirit AeroSystems Holdings, Inc.",5.05B,Industrials,Aerospace & Defense,USA,20.68,-,1.28,11.2,3.41,-,0.08%,-,38.00%,86.80%,-27.80%,-,-10.30%,59.30%,22.10%,0.60%,-0.16%,81.30%,7.35%,1.88,-7.00%,-101.80%,-10.40%,2,1.3,8.35,8.46,-2.70%,-11.70%,-13.70%,14.18%,7.17%,3.10%,-1.55%,11.77%,5.23%,0.94%,-0.56%,5.56%,-12.79%,32.00%,48.37,5.05,1.34,2.0,22,Industry 4.0,58.02,Feb 02/b,46.49,60.36
6980,SPXC,SPX Corporation,2.17B,Industrials,Specialty Industrial Machinery,USA,15.28,3.16,1.78,1.98,5.58,13.13,-,0.00%,-21.30%,16.42%,33.20%,12.00%,-3.70%,-48.20%,1.20%,2.00%,-5.54%,93.30%,0.09%,3.82,17.30%,47.90%,4.70%,2.1,1.6,0.21,0.22,35.40%,6.00%,34.90%,-1.78%,-18.35%,-14.85%,-20.18%,-19.40%,2.86%,-3.06%,-4.70%,-17.07%,-29.60%,2.10%,42.14,2.17,0.49,1.0,22,Industry 4.0,49.77,Feb 23/a,48.04,72.75
7011,SRCL,"Stericycle, Inc.",5.40B,Industrials,Waste Management,USA,21.85,-,2.04,2.25,97.09,28.99,-,-,70.90%,24.03%,-16.60%,11.00%,-5.80%,-131.30%,0.20%,0.20%,0.00%,-,1.90%,5.32,-0.50%,-1.10%,1.10%,0.8,0.8,0.66,0.67,38.40%,2.70%,-1.10%,1.22%,-1.41%,-14.73%,-13.42%,-1.48%,2.96%,3.24%,2.03%,-7.42%,-26.43%,10.48%,58.17,5.4,1.05,4.0,33,Industry 3.0,42.63,Feb 24/b,58.83,78
7028,SRT,"StarTek, Inc.",176.83M,Industrials,Specialty Business Services,USA,9.53,32,0.25,0.93,3.69,15.38,-,0.00%,103.70%,46.88%,8.50%,5.00%,18.00%,184.50%,2.40%,0.10%,0.00%,14.20%,-14.44%,4.96,0.20%,0.80%,6.30%,1.5,1.5,0.82,0.87,13.90%,4.90%,0.20%,4.19%,-14.83%,-20.71%,-43.51%,-14.18%,6.45%,3.81%,-3.57%,-17.08%,-48.50%,18.98%,50.59,0.18,0.03,3.1,18,Industry 4.0,43.33,Mar 10/a,4.45,5.75
7038,SSD,"Simpson Manufacturing Co., Inc.",4.68B,Industrials,Building Products & Equipment,USA,20.1,3.59,2.98,4.03,15.55,70.95,0.91%,15.60%,43.50%,0.00%,26.90%,5.00%,12.80%,136.40%,42.40%,0.30%,-18.52%,93.00%,2.34%,4.41,19.10%,24.20%,23.30%,4.1,2.3,0,0,48.00%,23.40%,16.90%,-6.54%,-18.10%,-0.12%,3.35%,-21.09%,2.61%,-5.27%,-5.46%,-6.20%,-22.78%,6.00%,37.11,4.68,1.16,2.2,28,Industry 3.0,54.53,Feb 07/a,109.08,143.75
7049,SST,"System1, Inc.",1.66B,Industrials,Specialty Business Services,USA,-,-,2.66,-,16590.9,-,-,-,-,-,-,-,-,-,-,6.60%,0.00%,44.80%,-2.61%,3.64,-,-,-,-,-,-,-,-,-,-,15.78%,65.43%,66.26%,62.18%,65.76%,10.69%,41.78%,66.40%,105.30%,20.71%,185.48%,78.94,1.66,0.43,0.8,22,Industry 3.0,56.68,-,21.98,19
7059,STAF,"Staffing 360 Solutions, Inc.",14.35M,Industrials,Staffing & Employment Services,USA,4.75,-,0.07,0.42,6.52,-,-,0.00%,-193.20%,-83.60%,23.20%,-,4.30%,129.10%,-2.30%,1.60%,0.81%,6.90%,82.87%,0.75,11.20%,-546.50%,-23.40%,0.6,0.6,0.02,0.65,17.40%,8.80%,4.50%,24.15%,-10.99%,-55.49%,-82.46%,-6.61%,8.17%,14.02%,11.09%,-49.20%,-87.26%,32.26%,64.76,0.01,0.0,1.0,31,Industry 3.0,56.04,-,0.86,4
7064,STCN,"Steel Connect, Inc.",78.00M,Industrials,Integrated Freight & Logistics,USA,-,-,0.15,-,1.21,-,-,-,-522.50%,-,8.70%,10.00%,6.00%,-795.40%,-22.70%,2.50%,0.00%,48.20%,0.59%,1.19,-12.60%,-,-3.80%,0.3,0.3,-,-,15.40%,-10.10%,-15.60%,-12.75%,-12.75%,-37.50%,-36.27%,-7.14%,6.05%,1.30%,4.28%,-22.89%,-47.35%,40.22%,52.44,0.08,0.02,3.5,23,Industry 4.0,49.07,-,1.29,-
7080,STN,Stantec Inc.,5.62B,Industrials,Engineering & Construction,Canada,14.73,4.94,1.93,3.46,36.21,25.16,1.06%,45.00%,26.50%,13.43%,8.10%,7.02%,3.30%,11.90%,6.30%,3.30%,0.00%,79.70%,1.02%,2.95,4.40%,10.20%,5.10%,1.4,1.4,0.87,0.96,53.90%,7.20%,5.50%,2.40%,-10.45%,5.45%,14.25%,-11.32%,1.79%,0.62%,-1.49%,-0.90%,-13.94%,17.90%,49.36,5.62,1.24,3.5,17,Industry 3.0,48.48,-,50.35,60.86
7091,STRL,"Sterling Construction Company, Inc.",797.06M,Industrials,Engineering & Construction,USA,8.07,1.13,0.5,2.15,9.74,7.6,-,0.00%,43.50%,18.26%,49.20%,11.00%,18.00%,82.20%,15.60%,4.00%,-4.18%,83.40%,0.99%,3.07,5.90%,20.00%,10.40%,1.2,1,1.19,1.27,13.60%,6.90%,4.00%,-5.85%,-0.63%,16.33%,17.45%,1.60%,3.43%,-5.48%,-5.68%,5.24%,-17.42%,34.31%,40.33,0.8,0.2,1.7,29,Industry 4.0,56.2,Feb 28/a,26.54,36
7142,SVT,"Servotronics, Inc.",35.49M,Industrials,Electrical Equipment & Parts,USA,-,-,0.87,0.86,3.74,8.25,-,-,-,-,37.92%,-,1.00%,-,0.00%,62.41%,0.00%,16.40%,60.58%,0.35,-,-,-,9,4.3,0.14,0.14,13.10%,-,-,-3.16%,8.91%,20.09%,49.46%,8.91%,2.35%,-9.17%,-7.01%,13.92%,-11.74%,79.40%,31.36,0.04,0.01,3.3,22,Industry 3.0,54.06,-,13.15,-
7147,SWBI,"Smith & Wesson Brands, Inc.",694.44M,Industrials,Aerospace & Defense,USA,6.85,0.21,0.69,2.23,6.47,3.5,2.06%,5.80%,774.90%,-44.70%,21.20%,15.00%,7.90%,-42.10%,-31.00%,0.70%,1.20%,57.70%,-9.78%,2.64,51.70%,79.70%,80.10%,3.2,1.8,0.12,0.12,44.60%,31.90%,24.60%,-0.58%,-13.99%,-25.98%,-13.41%,-12.58%,4.00%,-3.86%,-7.73%,-26.80%,-61.42%,10.32%,41.09,0.69,0.2,3.2,23,Industry 3.0,63.82,Mar 03/a,15.28,21.67
7152,SWIM,"Latham Group, Inc.",1.62B,Industrials,Building Products & Equipment,USA,13.3,-,2.57,4.43,36.76,-,-,-,-524.60%,16.96%,-,43.40%,20.60%,-276.00%,24.10%,15.50%,0.00%,93.80%,4.51%,4.88,-8.50%,-22.20%,-7.10%,2,1,0.74,0.79,32.40%,-5.70%,-9.90%,-7.38%,-44.66%,-4.65%,-,-44.31%,8.61%,-6.05%,-13.61%,-33.82%,-61.26%,6.03%,42.17,1.62,0.38,3.1,21,Industry 3.0,51.53,Mar 10/b,13.45,22.38
7154,SWK,"Stanley Black & Decker, Inc.",22.94B,Industrials,Tools & Accessories,USA,10.57,1.37,1.47,2.06,161.17,-,2.23%,28.30%,34.40%,11.03%,8.10%,10.77%,6.10%,-75.30%,-68.80%,0.30%,-1.99%,89.20%,1.75%,3.72,6.70%,16.10%,9.60%,1,0.4,0.4,0.6,33.50%,11.60%,10.70%,-12.49%,-23.91%,-18.67%,-30.64%,-25.00%,3.17%,-1.85%,-9.65%,-21.79%,-36.67%,4.30%,41.21,22.94,5.36,1.6,28,Industry 4.0,51.27,Apr 28/b,142.49,205
7163,SXI,Standex International Corporation,1.21B,Industrials,Specialty Industrial Machinery,USA,16.01,2.7,1.71,2.34,8.24,22.85,1.02%,25.60%,-7.50%,9.21%,-5.60%,10.00%,-2.70%,26.50%,18.80%,1.30%,-13.03%,96.30%,-0.13%,3.03,4.80%,9.10%,6.20%,2.9,2.1,0.38,0.38,37.10%,10.20%,6.50%,-4.94%,-6.88%,-0.37%,6.00%,-7.85%,2.02%,-3.61%,-3.15%,-1.80%,-17.18%,16.55%,40.69,1.21,0.26,2.8,28,Industry 3.0,47.83,Feb 03/a,100.58,135.33
7205,TATT,TAT Technologies Ltd.,56.69M,Industrials,Aerospace & Defense,Israel,-,-,0.73,0.74,4.39,-,-,-,-14.50%,-,-,-,-4.00%,67.40%,23.60%,53.70%,0.00%,67.20%,-2.01%,6.75,-3.20%,-4.50%,-3.80%,2.9,1.3,0.08,0.17,14.50%,-5.10%,-4.60%,2.39%,1.76%,9.00%,25.88%,1.76%,4.29%,0.65%,0.26%,-0.60%,-40.33%,27.66%,48.86,0.06,0.01,2.0,30,Industry 4.0,55.61,Mar 09/b,6.23,-
7207,TAYD,"Taylor Devices, Inc.",34.46M,Industrials,Specialty Industrial Machinery,USA,-,-,1.21,0.92,1.61,8.41,-,0.00%,-65.00%,-,-24.10%,-,-8.80%,-157.40%,27.10%,0.10%,39.68%,19.10%,5.49%,0.7,1.70%,1.90%,-1.20%,7.7,6.1,0,0,20.30%,4.00%,2.80%,-1.01%,-4.49%,-14.58%,-14.42%,-10.37%,2.19%,-1.59%,-3.57%,-11.80%,-21.16%,0.31%,42.55,0.03,0.01,3.2,26,Industry 3.0,46.07,Mar 31/b,9.8,-
7211,TBI,"TrueBlue, Inc.",981.32M,Industrials,Staffing & Employment Services,USA,10.78,1.66,0.45,2.02,19.67,-,-,0.00%,143.00%,10.08%,46.40%,10.00%,-4.60%,141.40%,19.90%,2.40%,1.27%,-,-2.34%,5.24,6.10%,13.00%,9.60%,1.7,1.7,0.06,0.18,25.80%,3.10%,2.80%,7.48%,1.27%,-1.14%,24.99%,3.40%,3.01%,1.05%,4.51%,3.81%,-13.04%,30.80%,52.99,0.98,0.25,3.0,29,Industry 4.0,56.41,Feb 02/a,28.62,37.5
7214,TBLT,"ToughBuilt Industries, Inc.",22.67M,Industrials,Tools & Accessories,USA,-,-,0.39,0.29,0.73,-,-,-,67.00%,44.80%,-,-,34.60%,-,3.00%,0.30%,208.52%,10.30%,41.79%,0.33,-55.20%,-67.10%,-72.30%,4.4,2.7,0,0,21.60%,-58.60%,-58.80%,4.55%,-53.91%,-65.39%,-82.89%,-52.19%,7.95%,-9.78%,-21.56%,-63.76%,-87.03%,17.55%,37.12,0.02,0.01,1.3,26,Industry 4.0,54.43,-,0.16,1.5
7244,TDCX,TDCX Inc.,1.82B,Industrials,Specialty Business Services,Singapore,11.23,1.12,4.44,5.3,7.12,-,-,0.00%,18.20%,25.45%,-,19.90%,-,4.90%,28.80%,0.75%,0.00%,-,17.75%,3.5,-,-,20.10%,5.8,5.8,0.05,0.11,-,23.80%,18.70%,-4.08%,-35.63%,-37.97%,-,-34.99%,9.94%,-0.51%,-9.65%,-31.88%,-59.17%,27.21%,46.57,1.82,0.45,3.3,15,Industry 3.0,53.84,Mar 09/b,12.25,22.8
7246,TDG,TransDigm Group Incorporated,36.26B,Industrials,Aerospace & Defense,USA,31.4,2.16,7.42,-,7.53,46.91,-,0.00%,27.50%,34.53%,0.00%,24.30%,8.60%,566.90%,7.80%,0.40%,-39.87%,95.50%,-2.54%,3.23,3.90%,-24.50%,9.80%,5.1,4.2,-,-,54.60%,38.10%,15.30%,5.74%,4.33%,3.94%,8.95%,5.20%,3.13%,0.87%,2.54%,4.29%,-4.08%,19.40%,51.17,36.26,10.5,3.0,17,Industry 3.0,63.5,Feb 08/b,659.93,743.78
7286,TEX,Terex Corporation,2.50B,Industrials,Farm & Heavy Construction Machinery,USA,7.02,-,0.64,2.23,9.36,12.48,1.35%,15.50%,2061.50%,28.41%,30.00%,-,-2.60%,278.90%,25.90%,2.00%,-2.65%,89.80%,-0.15%,4.08,7.40%,21.30%,14.10%,1.9,1,0.6,0.61,19.50%,7.70%,5.70%,-7.21%,-19.81%,-18.20%,-21.46%,-19.20%,3.87%,-8.26%,-13.57%,-22.28%,-37.77%,-0.09%,33.87,2.5,0.6,2.8,26,Industry 4.0,52.23,Feb 10/a,34.6,56.71
7290,TFII,TFI International Inc.,11.73B,Industrials,Trucking,Canada,13.93,0.42,1.3,3.21,486.62,18.72,1.12%,7.70%,126.20%,12.09%,33.50%,26.08%,12.40%,-27.10%,-43.40%,10.99%,0.00%,66.65%,-,2.2,12.60%,32.60%,17.30%,0.8,0.8,0.7,0.92,47.20%,12.30%,9.20%,-6.91%,-13.21%,-3.93%,25.98%,-14.26%,3.95%,-10.75%,-10.04%,-12.97%,-23.98%,24.22%,34.27,11.73,3.14,2.9,31,Industry 3.0,58.67,Feb 07/a,91.6,124.79
7297,TGH,Textainer Group Holdings Limited,1.80B,Industrials,Rental & Leasing Services,Bermuda,5.54,0.57,2.11,1.23,5.64,-,2.68%,4.50%,297.10%,12.28%,50.90%,12.00%,11.50%,67.30%,25.90%,76.40%,0.00%,67.00%,16.08%,4.96,4.00%,19.50%,6.30%,0.9,0.9,3.35,3.61,88.90%,50.40%,32.00%,4.81%,1.91%,8.19%,28.79%,4.34%,3.32%,-4.80%,-3.83%,2.26%,-13.25%,49.55%,40.93,1.8,0.58,1.5,35,Industry 3.0,70.89,Feb 10/a,36.34,53.5
7298,TGI,"Triumph Group, Inc.",1.66B,Industrials,Aerospace & Defense,USA,23.65,-,1.08,-,8.03,-,-,-,2666.70%,33.17%,16.70%,-,-13.60%,108.60%,-25.10%,0.90%,0.00%,98.00%,2.51%,4.13,-5.40%,12.90%,-28.90%,1.6,0.9,-,-,25.50%,0.50%,-6.90%,9.80%,34.38%,26.38%,44.57%,40.91%,4.66%,-0.30%,9.40%,23.83%,-10.13%,77.27%,51.22,1.66,0.47,2.4,29,Industry 3.0,61.89,Feb 09/b,25.03,26.41
7299,TGLS,Tecnoglass Inc.,1.19B,Industrials,Building Products & Equipment,Colombia,10.54,18.88,2.39,4.96,13.66,19.62,1.02%,8.40%,177.80%,12.95%,13.30%,0.94%,10.20%,8.40%,28.50%,0.10%,0.00%,24.10%,11.03%,4.99,12.00%,30.20%,17.60%,2.1,1.6,0.77,0.82,40.80%,21.40%,13.70%,16.32%,-3.28%,14.89%,106.85%,-3.09%,5.64%,1.13%,13.43%,7.34%,-26.99%,128.11%,54.77,1.19,0.34,1.1,20,Industry 4.0,62.1,Mar 03/b,25.48,31.17
7318,THR,"Thermon Group Holdings, Inc.",546.96M,Industrials,Specialty Industrial Machinery,USA,13.37,4.34,1.68,1.41,16.78,24.53,-,0.00%,-90.30%,49.09%,-45.20%,12.00%,-0.40%,81.20%,26.40%,0.70%,0.44%,96.80%,-0.67%,2.81,1.70%,2.80%,1.80%,3.1,2.2,0.32,0.34,38.60%,7.40%,3.30%,-5.46%,-5.41%,-7.74%,-14.77%,-2.84%,2.65%,-4.69%,-5.23%,-4.34%,-19.26%,5.42%,39,0.55,0.12,1.5,17,Industry 4.0,49.28,Feb 03/b,16.43,22
7342,TISI,"Team, Inc.",94.53M,Industrials,Specialty Business Services,USA,-,-,0.11,1.45,1.45,-,-,-,24.70%,66.90%,-68.10%,11.00%,-6.10%,-92.30%,7.90%,1.00%,36.43%,45.00%,-19.70%,0.58,-25.40%,-155.60%,-30.00%,1.9,1.7,7.81,7.82,24.50%,-14.40%,-21.30%,182.88%,108.62%,-25.31%,-79.82%,122.02%,17.38%,41.77%,97.15%,-21.64%,-82.01%,324.04%,70.5,0.09,0.02,1.3,17,Industry 4.0,57.11,-,2.2,-
7343,TITN,Titan Machinery Inc.,641.30M,Industrials,Industrial Distribution,USA,8.9,0.38,0.37,1.43,4.39,4.44,-,0.00%,239.70%,10.67%,45.30%,25.00%,7.10%,120.10%,16.20%,11.33%,0.00%,81.10%,2.43%,2.03,7.50%,16.10%,10.50%,1.8,0.7,0.18,0.52,19.40%,5.30%,3.80%,-1.10%,-17.61%,3.98%,3.74%,-16.95%,5.30%,-7.70%,-8.63%,-9.77%,-30.20%,13.03%,41.43,0.64,0.16,1.4,23,Industry 4.0,55.67,Mar 24/b,26.93,40
7352,TKR,The Timken Company,4.54B,Industrials,Tools & Accessories,USA,9.45,0.95,1.1,1.97,17.68,30.96,2.01%,24.50%,28.70%,17.53%,22.00%,13.10%,9.10%,19.50%,13.00%,1.20%,-1.53%,82.90%,-0.11%,2.73,7.20%,16.30%,11.10%,2.5,1.3,0.61,0.64,26.70%,12.40%,8.90%,-6.89%,-13.67%,-10.63%,-27.05%,-13.84%,3.36%,-4.64%,-8.65%,-16.50%,-36.17%,0.96%,37.57,4.54,1.01,3.3,15,Industry 4.0,48.58,Feb 03/b,58.97,80.11
7385,TNC,Tennant Company,1.44B,Industrials,Specialty Industrial Machinery,USA,15.15,1.51,1.32,3.32,11.68,44.43,1.28%,26.80%,90.40%,9.90%,5.80%,15.00%,6.20%,214.00%,1.20%,0.60%,-3.43%,93.50%,-0.43%,5.63,6.00%,15.00%,10.40%,1.8,1.3,0.61,0.62,40.20%,7.60%,5.90%,-1.52%,-3.81%,1.70%,-3.93%,-3.53%,2.10%,-4.78%,-1.81%,-1.30%,-11.71%,10.02%,40.45,1.44,0.34,2.4,22,Industry 4.0,52.12,Feb 24/b,77.17,90.5
7387,TNET,"TriNet Group, Inc.",6.42B,Industrials,Staffing & Employment Services,USA,17.48,2.67,1.41,7.36,8.59,36.04,-,0.00%,26.10%,14.07%,42.70%,7.30%,8.20%,204.30%,15.90%,1.10%,-21.31%,93.10%,-0.97%,4.3,10.90%,43.80%,25.60%,1.4,1.4,0.56,0.56,20.60%,10.00%,7.40%,11.88%,1.86%,1.38%,23.17%,3.12%,2.96%,5.17%,10.29%,7.85%,-10.63%,40.82%,60.77,6.42,1.67,2.6,33,Industry 3.0,56.95,Feb 14/a,97.77,101
7401,TOMZ,"TOMI Environmental Solutions, Inc.",18.00M,Industrials,Pollution & Treatment Controls,USA,92.72,-,1.91,1.34,3.4,-,-,-,-,61.10%,-,-,4.10%,-,-45.90%,1.40%,0.00%,5.00%,-42.28%,1.62,-,-,-,7.1,4.5,0,0,60.10%,-,-,1.89%,-46.40%,-28.68%,-77.16%,-43.81%,6.14%,1.02%,-8.16%,-43.36%,-78.52%,8.39%,44.78,0.02,0.0,2.0,31,Industry 3.0,46.76,Mar 29/a,0.92,3.5
7402,TOPS,Top Ships Inc.,40.99M,Industrials,Marine Shipping,Greece,1.48,-,0.77,0.36,4.88,-,-,-,99.50%,1625.00%,-52.96%,-,35.70%,100.00%,-15.10%,0.25%,0.00%,1.90%,84.18%,1.19,-5.30%,-18.00%,-0.80%,0.7,0.7,1.3,1.57,97.40%,-11.20%,-37.90%,-9.73%,10.15%,-35.03%,-44.26%,22.16%,10.04%,-5.87%,1.64%,-15.78%,-60.70%,44.29%,46.17,0.04,0.01,3.0,20,Industry 3.0,61.57,-,1.01,-
7409,TPC,Tutor Perini Corporation,540.52M,Industrials,Engineering & Construction,USA,5.05,0.59,0.12,0.32,2.67,-,-,0.00%,-15.70%,50.51%,-1.40%,10.00%,-1.40%,-17.40%,-23.20%,0.30%,-73.61%,69.50%,2.28%,5.33,1.90%,5.70%,7.60%,2.2,2.2,0.59,0.6,10.00%,4.90%,2.00%,8.34%,-15.91%,-20.54%,-44.98%,-14.96%,3.45%,-1.92%,-6.38%,-20.21%,-48.54%,10.99%,44.24,0.54,0.12,3.5,29,Industry 4.0,48.7,Feb 24/a,10.2,15
7415,TPIC,"TPI Composites, Inc.",557.69M,Industrials,Specialty Industrial Machinery,USA,-,-,0.32,4.76,2.3,-,-,-,-726.50%,73.00%,-41.20%,20.00%,17.60%,-,-16.30%,0.50%,133.24%,98.60%,-1.54%,3.47,-17.10%,-108.80%,-63.30%,1.4,1.4,0.07,0.61,-1.80%,-5.60%,-9.60%,22.95%,-1.40%,-52.86%,-74.37%,-0.80%,7.87%,0.25%,15.26%,-44.89%,-75.75%,57.64%,54.05,0.56,0.14,0.6,22,Industry 4.0,56.84,Feb 24/a,14.55,17
7431,TRC,Tejon Ranch Co.,479.15M,Industrials,Conglomerates,USA,-,6.02,8.62,1.1,10.15,-,-,0.00%,817.00%,-,40.20%,15.00%,3.90%,-45.00%,41.30%,2.90%,0.00%,65.40%,2.10%,6.06,1.00%,1.20%,-0.80%,4,3.7,0.11,0.12,17.20%,-0.30%,9.60%,2.46%,-3.07%,4.74%,10.02%,-3.93%,2.36%,2.33%,5.55%,1.95%,-15.58%,23.80%,58.21,0.48,0.11,3.5,18,Industry 4.0,50.3,-,18.31,-
7435,TREX,"Trex Company, Inc.",7.66B,Industrials,Building Products & Equipment,USA,24,2.39,6.4,10.75,54.26,77.56,-,0.00%,19.40%,14.72%,25.80%,15.70%,20.10%,-42.00%,33.20%,0.40%,-5.03%,96.30%,-0.97%,6.67,22.70%,31.10%,28.80%,4.5,3.6,0,0,38.50%,23.00%,17.40%,-9.56%,-48.84%,-34.08%,-29.90%,-49.98%,5.81%,-9.11%,-18.98%,-36.74%,-53.24%,1.93%,36.9,7.66,1.82,0.7,31,Industry 3.0,52.18,Feb 28/a,65.92,101.8
7438,TRI,Thomson Reuters Corporation,53.10B,Industrials,Consulting Services,Canada,33.26,0.61,8.37,3.86,59.94,103.52,1.49%,14.10%,399.20%,36.47%,51.00%,15.67%,-10.70%,-130.90%,5.80%,55.00%,0.00%,38.10%,-1.63%,3.11,24.30%,39.10%,-2.10%,1,1,0.29,0.29,94.90%,19.60%,89.60%,2.21%,-7.26%,-0.70%,20.27%,-9.17%,1.79%,3.45%,4.88%,-1.23%,-11.24%,22.44%,62.6,53.1,15.26,0.5,26,Industry 3.0,63.01,Feb 08/b,109.71,119.62
7447,TRN,"Trinity Industries, Inc.",2.84B,Industrials,Railroads,USA,17.19,8.26,1.87,3.14,16.96,5.68,2.73%,44.70%,113.30%,78.36%,-19.40%,10.00%,-13.30%,95.00%,46.00%,0.20%,-97.33%,95.40%,-14.32%,5.99,2.10%,13.40%,3.70%,-,-,5.02,5.02,23.40%,16.20%,12.00%,10.96%,10.78%,19.66%,17.00%,11.66%,2.75%,-2.83%,5.15%,12.86%,-7.61%,32.23%,47.57,2.84,0.83,3.3,21,Industry 3.0,64.19,Feb 17/b,32.66,37.42
7450,TRNS,"Transcat, Inc.",598.18M,Industrials,Industrial Distribution,USA,47.03,2.16,3.02,7.42,213.63,49.03,-,0.00%,-4.20%,12.77%,12.30%,25.00%,7.20%,-8.40%,15.40%,2.90%,-15.96%,82.10%,8.42%,2.82,7.90%,14.60%,9.40%,2.3,1.8,0.47,0.49,28.20%,7.20%,5.80%,5.42%,-10.00%,26.14%,68.24%,-11.47%,4.32%,3.57%,1.50%,5.57%,-20.97%,73.50%,53.15,0.6,0.13,3.1,22,Industry 3.0,48.48,Feb 01/a,79.86,97.67
7456,TRS,TriMas Corporation,1.36B,Industrials,Specialty Industrial Machinery,USA,11.83,2.6,1.59,2.14,9.67,15.27,0.50%,6.00%,172.40%,17.75%,28.60%,9.34%,1.50%,-45.70%,11.10%,1.00%,-4.26%,-,-0.05%,6.42,4.30%,9.40%,7.10%,2.8,1.8,0.62,0,25.30%,9.90%,6.70%,-0.19%,-12.72%,0.59%,3.37%,-13.03%,2.83%,-0.20%,-1.84%,-2.15%,-17.15%,15.15%,47.64,1.36,0.31,1.5,27,Industry 3.0,49.44,Mar 01/b,32.08,47
